,brandname,model,cpucore,refreshrate,gpu,ram,ssd,rom,display,displayquality,price
691,asus,ZenBook ,I5,144,nvidiageforcemx,8,512,0,14,fhd,142000
692,asus,ROG Stri,I5,144,nvidiageforcegtx1650,16,512,0,16,fhd_touch,143000
693,asus,ZenBook ,I5,144,inteliris,16,512,0,13,fhd,146000
694,asus,TUF F15 ,I7,144,nvidiageforcegtx,8,512,0,16,fhd,148000
695,asus,ZenBook ,I7,144,inteliris,16,512,0,13,fhd,148000
696,asus,TUF A15 ,I7,144,nvidiageforcegtx1650,16,512,0,16,fhd_touch,152000
697,asus,ZenBook ,I5,144,inteliris,8,512,0,14,fhd,153000
698,asus,ZenBook ,I7,144,inteliris,16,512,0,13,fhd,154000
699,asus,ZenBook ,I7,144,inteliris,16,512,0,13,fhd,154000
700,asus,TUF A15 ,I7,144,nvidiageforcegtx1660,16,512,0,16,fhd,161000
701,asus,TUF A17 ,I7,120,nvidiageforcegtx1660,8,512,0,17,hd,167000
702,dell,Vostro 3,I3,60,inteliris,4,0,1024,16,hd,59000
703,dell,Vostro 3,I3,60,inteliris,4,0,1024,14,hd,59000
704,dell,Vostro 3,I3,60,inteliris,8,0,1024,14,hd,62000
705,dell,Latitude,I3,144,inteliris,4,0,1024,14,fhd,65500
706,dell,Vostro 3,I5,144,inteliris,4,0,1024,14,fhd,79000
707,dell,Vostro 3,I5,144,inteliris,4,0,1024,16,fhd,79000
708,dell,Inspirio,I5,144,nvidiageforcemx,8,256,0,16,fhd,94000
709,dell,Inspiron,I5,144,inteliris,8,256,0,13,fhd,103000
710,dell,G3 G3590,I5,144,nvidiageforcegtx1650,8,512,0,16,fhd,108000
711,dell,Vostro 3,I7,144,nvidiageforcemx,8,512,0,16,fhd_touch,112000
712,dell,Inspiron,I5,144,inteliris,8,256,0,14,fhd,118000
713,dell,Inspiron,I5,144,inteliris,8,256,0,13,fhd_touch,118000
714,dell,Inspiron,I5,144,inteliris,8,512,0,13,fhd,119000
715,dell,Inspiron,I7,144,inteliris,8,512,0,14,fhd_touch,120000
716,dell,Inspiron,I7,120,inteliris,8,512,0,14,fhd,121000
717,dell,G3 G3500,I7,144,nvidiageforcegtx,8,512,0,16,fhd,125000
718,dell,Inspiron,I5,144,nvidiageforcemx,8,512,0,14,fhd,125000
719,dell,G3 G3500,I5,144,nvidiageforcegtx,16,512,0,16,fhd_touch,135000
720,dell,Inspiron,I7,144,inteliris,16,512,0,14,fhd,135000
721,dell,XPS 13 7,I5,144,inteliris,8,256,0,13,fhd,140000
722,dell,Inspiron,I7,144,nvidiageforcemx,8,512,0,13,fhd,148000
723,dell,Inspiron,I7,144,nvidiageforcegtx1650,16,512,0,16,fhd,155000
724,dell,G3 G3590,I7,144,nvidiageforcegtx,16,256,1024,16,fhd,156000
725,dell,Inspiron,I7,144,nvidiageforcemx,16,512,0,14,fhd,156000
726,dell,G5 15 SE,I7,144,amdradeonrx,8,512,0,16,4k_touch,158000
727,dell,Inspiron,I7,144,inteliris,16,512,0,13,fhd,160000
728,dell,Vostro 7,I7,144,nvidiageforcegtx1650,16,1024,0,16,fhd,175000
729,dell,XPS 13 7,I7,144,inteliris,16,512,0,13,fhd,185000
730,dell,XPS 15 7,I7,144,nvidiageforcegtx1650,16,256,0,16,4k_touch,195000
731,dell,XPS 13 7,I7,144,inteliris,16,512,0,13,fhd_touch,200000
732,dell,XPS 13 7,I7,300,inteliris,16,512,0,13,fhd,200000
733,dell,Alienwar,I7,144,nvidiageforcertx2070,16,512,0,16,fhd_touch,310000
734,hp,ProBook ,ce,60,inteliris,4,128,0,12,hd,47000
735,hp,Notebook,I3,60,inteliris,4,0,1024,14,hd,59000
736,hp,Notebook,ry,60,inteliris,8,256,0,14,hd,60000
737,hp,Pavilion,I3,60,inteliris,8,128,0,14,hd,72000
738,hp,Notebook,I5,60,inteliris,8,256,0,14,hd,79000
739,hp,Laptop 1,I5,144,inteliris,8,256,0,16,fhd,88000
740,hp,Notebook,I5,144,nvidiageforcemx,4,0,1024,14,fhd,89000
741,hp,Pavilion,ry,60,amdradeonvega8,8,512,0,16,hd,97000
742,hp,Laptop 1,I7,144,nvidiageforcemx,8,0,1024,16,fhd,105000
743,hp,Pavilion,ry,144,nvidiageforcegtx1650,8,256,0,16,fhd_touch,108000
744,hp,Pavilion,I7,144,amdradeonvega8,8,512,0,16,fhd_touch,112000
745,hp,Pavilion,I5,144,inteliris,8,512,0,14,fhd,115000
746,hp,Envy 13 ,I5,144,inteliris,8,256,0,13,fhd_touch,120000
747,hp,Envy x36,I7,144,inteliris,8,512,0,13,fhd_touch,140000
748,hp,Spectre ,I5,144,inteliris,8,256,0,13,4k_touch,142000
749,hp,Envy 13 ,I7,144,inteliris,8,512,0,13,fhd,148000
750,hp,Omen 15 ,I7,144,nvidiageforcegtx1660,8,512,0,16,fhd,160000
751,hp,Omen 15 ,I7,144,nvidiageforcegtx1660,16,1024,0,16,fhd_touch,175000
752,hp,Spectre ,I7,144,inteliris,8,512,0,13,4k,185000
753,hp,Spectre ,I7,144,nvidiageforcemx,16,512,0,16,fhd,225000
754,msi,Modern 1,I5,144,nvidiageforcemx250,8,512,0,16,fhd,122000
755,msi,Modern 1,I5,144,nvidiageforcemx330,8,512,0,16,fhd,122000
756,msi,GF63 9SC,I5,144,nvidiageforcegtx1650,8,512,0,16,fhd,135000
757,msi,Modern 1,I7,144,nvidiageforcemx250,8,512,0,16,fhd,135000
758,msi,Modern 1,I7,144,nvidiageforcemx330,8,512,0,16,fhd,135000
759,msi,GL65 9SC,I5,144,nvidiageforcegtx1650,8,512,0,16,fhd,145000
760,msi,GF75 9SC,I7,144,nvidiageforcegtx1650,8,128,1024,17,fhd,148000
761,msi,GF63 Thi,I7,120,nvidiageforcegtx1650,8,512,0,16,fhd,152000
762,msi,GL65 9SC,I7,144,nvidiageforcegtx1650,8,512,0,16,fhd,160000
763,msi,GF63 Thi,I7,144,nvidiageforcegtx1650,8,512,0,16,fhd,162000
764,msi,GE 63VR ,I7,120,nvidiageforcegtx,16,256,1024,16,fhd,165000
765,msi,GF65 10S,I5,120,nvidiageforcegtx1660,8,512,0,16,fhd,168000
766,msi,GF65 9SD,I7,144,nvidiageforcegtx1660,16,512,0,16,fhd,170000
767,msi,Prestige,I7,144,nvidiageforcemx330,16,512,0,14,fhd,180000
768,msi,GF65 10S,I7,120,nvidiageforcegtx1660,8,512,0,16,fhd,183000
769,msi,GL65 9SD,I7,120,nvidiageforcegtx1660,16,256,1024,16,fhd,185000
770,msi,GF65 10S,I7,144,nvidiageforcegtx1660,16,512,0,16,fhd,185000
771,msi,Prestige,I7,144,nvidiageforcegtx1650,16,512,0,14,fhd,188000
772,msi,GF65 10S,I7,144,nvidiageforcertx2060,16,512,0,16,fhd,195000
773,msi,GL75 Leo,I7,144,nvidiageforcegtx1660,16,512,0,16,fhd,205000
774,msi,GP65 Leo,I7,120,nvidiageforcegtx1660,16,512,0,16,fhd,205000
775,msi,GL65 Leo,I7,144,nvidiageforcegtx1660,16,256,1024,16,fhd,208000
776,msi,GL65 Leo,I7,144,nvidiageforcegtx1660,16,256,1024,16,fhd,215000
777,msi,GL65 Leo,I7,144,nvidiageforcertx2060,16,256,1024,16,fhd,227000
778,msi,GS65 Ste,I7,144,nvidiageforcegtx1660,16,512,0,16,fhd,230000
779,msi,PS65 Cre,I7,144,nvidiageforcegtx1660,32,1024,0,16,4k,240000
780,msi,Prestige,I7,144,nvidiageforcegtx1650,16,1024,0,16,fhd,240000
781,msi,GP65 Leo,I7,240,nvidiageforcertx2070,16,512,1024,16,fhd,255000
782,msi,GE65 Rai,I7,144,nvidiageforcertx2060,16,1024,0,16,fhd,260000
783,msi,PS65 Cre,I7,144,nvidiageforcertx2060,32,1024,0,16,fhd,260000
784,msi,GP65 Leo,I7,144,nvidiageforcertx2070,32,0,0,16,fhd,270000
785,msi,GP65 Leo,I7,144,nvidiageforcertx2070,32,512,1024,16,fhd,280000
786,msi,GS65 Ste,I7,144,nvidiageforcertx2060,16,1024,0,17,fhd,280000
787,msi,GS66 Ste,I7,240,nvidiageforcegtx1660,16,512,0,16,fhd,295000
788,msi,GE66 Rai,I7,240,nvidiageforcertx2070,16,1024,0,16,fhd,306000
789,msi,GS65 Ste,I7,240,nvidiageforcertx2070,16,1024,1024,16,fhd,310000
790,msi,GS65 Rai,I7,144,nvidiageforcertx2070,16,1024,0,16,fhd,310000
791,msi,GE75 Rai,I7,240,nvidiageforcertx2070,32,512,0,17,fhd,350000
792,msi,GE66 Rai,I7,240,nvidiageforcertx2070,16,2048,0,16,fhd,370000
793,msi,GE66 Rai,I9,300,nvidiageforcertx2070,16,1024,0,16,fhd,370000
794,msi,GS66 Ste,I7,144,nvidiageforcertx2070,32,1024,0,16,4k,395000
